design,independent_units,raw_rows,rollouts,random_controls,transfer_fraction,within_family_rho,se_multiplier,effective_units,replicates,true_c,true_delta_c,expected_c_ci_width,expected_delta_c_ci_width,power_c_lower_gt_zero,power_delta_c_lower_gt_zero,probability_c_above_every_random,split_half_sign_consistency,joint_frozen_rule_probability,joint_probability_monte_carlo_se
B_EQUAL_FAMILY_ALL_ROWS,130,310,4,8,1.0,0.25,0.7595545253127499,225.33333333333334,100000,0.05435463659147877,0.03871005639097745,0.04075319087690624,0.03390611246674163,0.99955,0.99452,0.95467,0.99998,0.95147,0.0006795207068220951
B_EQUAL_FAMILY_ALL_ROWS,130,310,4,8,0.0,0.5,0.8473185457363234,181.07142857142858,100000,0.015644580200501315,0.0,0.04546208768056083,0.03782385194145519,0.27006,0.02445,0.09171,0.20374,0.00233,0.0001524654419860448
B_EQUAL_FAMILY_ALL_ROWS,130,310,4,8,0.5,0.5,0.8473185457363234,181.07142857142858,100000,0.03499960839599004,0.019355028195488726,0.04546208768056083,0.03782385194145519,0.85471,0.51878,0.53028,0.94999,0.34647,0.0015047542626621796
B_EQUAL_FAMILY_ALL_ROWS,130,310,4,8,0.75,0.5,0.8473185457363234,181.07142857142858,100000,0.0446771224937344,0.02903254229323309,0.04546208768056083,0.03782385194145519,0.97084,0.85294,0.77462,0.99674,0.70463,0.0014426592220618145
B_EQUAL_FAMILY_ALL_ROWS,130,310,4,8,1.0,0.5,0.8473185457363234,181.07142857142858,100000,0.05435463659147877,0.03871005639097745,0.04546208768056083,0.03782385194145519,0.99698,0.97991,0.92368,0.99993,0.91192,0.0008962249360512128
B_EQUAL_FAMILY_ALL_ROWS,130,310,4,8,0.0,0.75,0.9268086959962983,151.34328358208955,100000,0.015644580200501315,0.0,0.04972705768392543,0.041372250226098604,0.2317,0.02527,0.09352,0.19472,0.00234,0.00015279150499945997
B_EQUAL_FAMILY_ALL_ROWS,130,310,4,8,0.5,0.75,0.9268086959962983,151.34328358208955,100000,0.03499960839599004,0.019355028195488726,0.04972705768392543,0.041372250226098604,0.78711,0.44909,0.4886,0.92417,0.28589,0.0014288348676456631
B_EQUAL_FAMILY_ALL_ROWS,130,310,4,8,0.75,0.75,0.9268086959962983,151.34328358208955,100000,0.0446771224937344,0.02903254229323309,0.04972705768392543,0.041372250226098604,0.93982,0.78552,0.72664,0.99253,0.62696,0.0015293173588238644
B_EQUAL_FAMILY_ALL_ROWS,130,310,4,8,1.0,0.75,0.9268086959962983,151.34328358208955,100000,0.05435463659147877,0.03871005639097745,0.04972705768392543,0.041372250226098604,0.98994,0.95558,0.89112,0.99967,0.86576,0.0010780520506914312
B_EQUAL_FAMILY_ALL_ROWS,130,310,4,8,0.0,1.0,1.0,130.0,100000,0.015644580200501315,0.0,0.053654068955913244,0.04463947134378619,0.206,0.02516,0.09627,0.18755,0.00206,0.00014337909192068418
B_EQUAL_FAMILY_ALL_ROWS,130,310,4,8,0.5,1.0,1.0,130.0,100000,0.03499960839599004,0.019355028195488726,0.053654068955913244,0.04463947134378619,0.72677,0.39524,0.45867,0.89468,0.24008,0.001350709419527383
B_EQUAL_FAMILY_ALL_ROWS,130,310,4,8,0.75,1.0,1.0,130.0,100000,0.0446771224937344,0.02903254229323309,0.053654068955913244,0.04463947134378619,0.90236,0.71981,0.68379,0.98647,0.55627,0.0015710941636324668
B_EQUAL_FAMILY_ALL_ROWS,130,310,4,8,1.0,1.0,1.0,130.0,100000,0.05435463659147877,0.03871005639097745,0.053654068955913244,0.04463947134378619,0.97744,0.92362,0.85615,0.99893,0.81512,0.0012275967807061081
C_ONE_ROW_PER_FAMILY,140,140,4,8,0.0,,1.0,140.0,100000,0.015644580200501315,0.0,0.05170235453455579,0.04301567091860262,0.21949,0.02475,0.09507,0.19216,0.00217,0.00014714928134381086
C_ONE_ROW_PER_FAMILY,140,140,4,8,0.5,,1.0,140.0,100000,0.03499960839599004,0.019355028195488726,0.05170235453455579,0.04301567091860262,0.75532,0.41989,0.47473,0.91101,0.26312,0.0013924362304967507
C_ONE_ROW_PER_FAMILY,140,140,4,8,0.75,,1.0,140.0,100000,0.0446771224937344,0.02903254229323309,0.05170235453455579,0.04301567091860262,0.92363,0.75254,0.7042,0.99064,0.58985,0.0015554001976983286
C_ONE_ROW_PER_FAMILY,140,140,4,8,1.0,,1.0,140.0,100000,0.05435463659147877,0.03871005639097745,0.05170235453455579,0.04301567091860262,0.9847,0.94196,0.87394,0.99952,0.84195,0.001153560564079754
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.0,0.0,0.6627863262664025,318.69918699186996,100000,0.015644580200501315,0.0,0.03426761362128131,0.02851019850002516,0.43126,0.02467,0.08056,0.23049,0.00263,0.00016195934983816154
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.5,0.0,0.6627863262664025,318.69918699186996,100000,0.03499960839599004,0.019355028195488726,0.03426761362128131,0.02851019850002516,0.979,0.75596,0.66094,0.99143,0.56174,0.0015690384711663382
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.75,0.0,0.6627863262664025,318.69918699186996,100000,0.0446771224937344,0.02903254229323309,0.03426761362128131,0.02851019850002516,0.99935,0.97977,0.90232,0.99997,0.89165,0.0009829052726483868
